Time,ax_barato,ay_barato,az_barato,wx_barato,wy_barato,wz_barato,Lat_barato,Lon_barato,Alt_barato,vN_barato,vE_barato,vU_barato,d_izq_barato,d_der_barato
8.79,0.00277051473591204,-0.0151317994190548,-0.000220548330982999,0.0732235891328052,7.99366592553058E-05,0.00120079050804728,47.4628707593112,11.9964035048264,532.123510015761,14.9288587400795,0.00734180327573609,-0.0224163290682292,502.593501033414,506.251069120846
8.8,-0.0074189000464786,-0.107534090109623,-0.00488123685416994,0.0679574860286789,-0.00346401475815648,-9.31256160132309E-05,47.4619706105942,11.9930293534221,515.616323776727,15.0116441405393,0.00382987375410687,-0.0627924253835155,497.847337126448,509.893736533689
8.81,-0.000622634415160088,-0.011721165372537,-0.00541190141039172,0.0230328863153382,0.00125659403436012,-0.00167660069042799,47.4611541023211,11.9899644310862,523.859910012881,14.9863251748718,0.0460766964904762,-0.00829675252404179,502.070392553572,504.020156158549
8.82,-0.00118292943379309,-0.145581051756431,0.000234793151177386,0.0514545161041465,0.000546086809487476,-0.000641384133638588,47.4592237856491,11.9856460874644,520.812028562037,15.0210279314474,0.0167259002679461,-0.0131636790844287,501.050941877167,500.656696561054
8.83,-0.0033515229128718,0.0403885851101405,0.00398978903226584,0.044886790133877,0.00139559792147899,-0.00487783060774048,47.4597433799629,11.9820353344295,527.248913600737,14.9714753383841,0.0282348567193996,0.0279484645325813,504.766532243434,507.614485188521
8.84,-0.00223175380971663,-0.00696516198736895,-0.00128264116543521,0.0479562843055209,-0.000235406016277389,-0.00134251241359229,47.4582040149866,11.9790786743745,532.623257278205,15.0528765375591,0.0358990115212953,0.00958267677009474,504.898764048617,505.051034123818
8.85,-0.00101825683919141,0.120176451708655,-0.00722632258623703,-0.0567206380751194,0.00341395496902915,0.00103818003228514,47.4563598948111,11.975026077798,524.4000389336,14.951254354703,0.0340908592901475,-0.0159897282143707,506.676878121714,496.799686102576
8.86,0.000451702004416343,-0.0958250102885276,-0.00300950206142468,0.0870683798009636,-0.000123766815126758,0.00325901750539657,47.4555260141284,11.9717250579431,527.518969533545,14.9787994560236,-0.024195559971531,-0.0673867214453938,502.063946098117,497.514730754933
8.87,-0.00280965478689754,-0.100298708884638,0.0055692868962191,0.00123589126431647,-0.00177318976017563,0.00183913911133554,47.4538780070591,11.9682425198597,534.715230183475,14.9404137522834,-0.0354107820033313,0.0241420537338246,505.239032302088,501.168737725881
8.88,0.000800548681895704,0.0299416227691035,0.00344659936005437,-0.0675865602464556,0.00271302536938965,0.00404990473221104,47.4527119253841,11.965070121575,526.781852262378,14.9891519545099,-0.00470000195630047,-0.0059585615170915,502.095367018291,505.934505149187
8.89,0.00298336135484232,-0.127185291052032,0.00330510094914947,0.0308003114874761,0.000304323367022655,0.00232734968873214,47.451708964467,11.9609187760836,528.13176270817,14.9686259068424,-0.0106005441684726,-0.0168998968740191,508.198351253474,504.946905323128
8.9,0.00584104868732997,-0.181192313918653,0.00172134966645136,0.00419967873965067,-9.151823841316E-05,-0.000526210589975346,47.4498164762763,11.9580077430726,527.45042730878,14.9847627480793,-0.0231246048604146,0.0102945147410862,495.991761554257,501.3810795122
8.91,0.000376559514012615,-0.111634546635554,-0.00166026342312329,0.00811345920460697,-0.00162460700341629,-0.00102016982825615,47.4498002996561,11.9542689812989,519.873540691016,14.9514373339325,0.00908269849142638,-0.0160035886715072,503.8548978684,503.92929697469
8.92,0.00138624419933881,0.0881752038837455,0.00523148808018679,0.0715799737916573,-0.00243850164417688,-0.00308406086951761,47.4481455816128,11.9500462269926,527.238076171692,15.0153277452981,0.000912157809488353,-0.00750034569131648,498.437704744094,504.317275693562
8.93,0.00713617723753907,-0.120936780253768,-0.00353230454438869,0.0385943259640008,-0.000872277562239868,0.000870015685044378,47.4471018220591,11.9472847889307,530.912234256031,15.0433580402359,-0.0452243620684148,0.0301686610615561,502.74527900682,502.117381672355
8.94,-0.00169398946256584,-0.0374559189326013,0.000357140778795434,0.0224225401454013,0.000819865879025455,-0.00286827411997981,47.4463358503471,11.944867928018,525.099265569232,14.9356942844792,0.00665642765091735,0.012211337012592,505.815485385312,501.802047913346
8.95,0.000218533236601381,-0.0245137139729323,0.0017118251034363,-0.0451840905266439,-0.00204755219610111,-0.0044792307851587,47.4455838551396,11.9400232040711,532.6304669097,15.0603556211996,0.0129261724810758,-0.00157166464912529,502.07886045001,501.778671385368
8.96,-0.00179461352612815,-0.203760327120832,0.00241518436823983,0.0459064778334739,-6.89744514817895E-05,-0.000139978709406377,47.4428967411858,11.9372878561286,533.235961705306,15.0301790853811,-0.0168425239666405,0.0230955627588737,501.193496022467,507.972519610988
8.97,0.0037376490498726,-0.448242878592684,0.00393828125577759,0.0327043052030136,-0.00247794594233867,0.00169850808089003,47.4434040002437,11.9345612521923,532.313279049689,14.984813884461,0.0410909178177499,-0.0327379988320206,500.714950107624,506.393109740796
8.98,0.00246908970057679,-0.00558378047754481,0.00401522034988637,0.0598779402588699,-0.00280326347495124,0.00242754380576127,47.4415204431106,11.9309077362869,525.164393108691,14.9738394098533,0.0169248352784329,-0.0210995980699016,504.532600502991,501.863553179642
8.99,0.00192865820521402,-0.15498442010069,0.00154639015451645,0.0223790783219767,0.000316164534089924,-0.00212318665581595,47.4403765387978,11.9262086468935,532.207160687617,15.0091459749275,-0.0165268850309595,0.0387603404850111,498.143748019605,499.916146295538
9,-0.00147173578070221,-0.131360320509947,-0.000190358082355579,-0.0225955955485734,0.00256766000366541,-0.00200896246474905,47.4395009623369,11.9227401066569,528.705787976219,15.0089497923026,0.00260966731460033,-0.0376368894426837,500.128751976172,504.686022035122
9.01,-0.000509828327761888,-0.392067909751582,0.000676710228814616,0.0927060495809748,-0.00327144593228106,0.00100482528682642,47.4382053604385,11.9190820349186,531.650869537618,14.8993347559805,0.0400019994437117,-0.00698995264136985,496.540575702606,504.10810523037
9.02,-0.000112574805956595,0.237800255678843,-0.00204367786457622,-0.028600711415126,0.00265848369321533,0.000363529740060325,47.4372102553788,11.9155698651413,527.425232869534,14.9901103753036,-0.0109566685605714,-0.0044028924864131,504.204947314229,502.784436199515
9.03,-0.000184801874476029,-0.16835843609843,0.00351299546523438,-0.00885440846621881,-7.59593698667662E-05,0.00173329178754282,47.435851264802,11.9131331031955,536.897546875523,15.0055686662491,0.0082922341703973,0.0161917857403693,498.697657900495,502.294860402137
9.04,0.00194702170756326,-0.418227604003029,-0.00437375664495724,0.0891240722372857,-0.00104607822198713,0.00169856985376885,47.4338555763231,11.9090149417851,535.73119677247,14.9682421949297,0.0198786255520021,-0.0317204119409174,502.363478520969,504.078571518022
9.05,0.00207467314895493,0.039546791645249,0.0092862015577713,0.0343306302817622,0.00174806657001249,0.00146540682925457,47.4341174906717,11.905611203214,525.21125132748,15.0089495421309,-0.0397481205801965,0.0102135559020987,501.168476578161,502.469454473694
9.06,0.00347257391767822,-0.0914876229863628,0.00519717418138479,0.036668514638602,0.00278609766228768,0.000762095253960731,47.4309692523257,11.9016848126438,525.000837781234,15.0509600512737,-0.0234082852776817,0.0200123819088795,497.861545896714,501.181172623344
9.07,-0.000888550714415535,-0.0229214259786612,-0.00332474313842809,-0.0481338891005591,-0.00117249113590246,0.000393096384612647,47.4311004073614,11.8986348205212,535.432982228658,14.9918055295381,-0.0262450304810954,-0.0482456449634612,500.279649537863,496.811856209568
9.08,-0.000968360972744244,0.0530690859464282,0.00992775136197037,0.00909600102103506,-0.00199270999767266,-0.00101950491878085,47.430049587386,11.8954058176881,539.811152224446,15.0234503364706,0.039078093782652,-0.00588233905929352,500.011378967718,502.150151739022
9.09,0.00275605201603429,0.0441022458788415,-0.00119198884058183,-0.0613391580132564,-0.00104905356605276,-0.000617772268090037,47.4298921718336,11.891553894823,531.990437684682,14.9666254282061,-0.0138091504566129,0.0106208391135931,501.124544641207,502.085142030087
9.1,0.00123405716779188,-0.130811879682004,-0.00217423571915274,-0.0333705478170011,-0.00197325350243521,-0.000571523294524464,47.427840271974,11.8890427903071,529.711046543965,15.064754607668,0.00896637749562474,0.0448854723873035,501.615915595329,497.97984674923
9.11,0.000614071544330453,0.0885408168121015,0.000346576073388777,0.0882022458067918,-0.00382172381335671,-0.000822318301289887,47.4262441035335,11.8844043456581,528.72473428894,14.9750735088485,0.00262830797434298,0.044352767845073,500.279423755068,506.668823360363
9.12,-0.00297626401097375,0.217692752344995,-0.00294765036754101,-0.114225403639887,0.00117097362948403,0.0016946559604401,47.425052838845,11.8813045232157,522.84426500937,15.071898592173,-0.0191381465013759,0.0140798825164302,503.896301150348,502.285398952214
9.13,0.0019751405537899,-0.214825554189358,0.00583696410974684,-0.0158582587259081,0.000534420716953759,0.00174293660115183,47.4251591361736,11.8787227430082,536.099470736537,15.0251622532792,-0.00942476508999681,0.057328648125977,500.447669071631,504.209141332679
9.14,0.00200518274829098,0.0418445891359747,-0.00193845356049355,-0.0211147269177454,0.000316513220595081,-0.00146920020197551,47.4231440818495,11.8737939986846,539.38154826871,14.978314960255,-0.025654779588797,-0.0314014269341449,500.071786319888,498.023893932193
9.15,-0.00197267793313103,-0.212485554221264,-0.00187511468235528,0.0758133599473613,0.00506633085469793,-0.00037244738959698,47.4218159070785,11.8703256405639,528.091194255609,15.0130531490766,0.00954068423419049,0.00095742438940904,503.9485332933,503.442767638674
9.16,-0.00462370850656055,-0.0442830313643547,-0.00305691011860458,0.0979025242267585,0.000290789157091019,-0.000462928407672226,47.4206036141691,11.8680670927374,528.638527708643,15.0798756630265,-0.00828688832991803,0.0140277990213594,499.389051019772,502.734910011182
9.17,0.00250733355133395,0.0685971926946769,5.90914623684634E-05,0.0769778609819155,-0.00241766413328614,0.00279595610679758,47.4204321422418,11.8643726483013,534.541544307732,14.9846976989975,0.0274154357063485,0.0330536389831921,501.608257826455,503.516588288209
9.18,-0.0012788109669079,0.176474213448474,-0.00350374976259617,0.0605200756807767,0.00244939493278153,-0.0026347507171178,47.4176900776371,11.8602210087753,536.615989068399,15.0033243191356,0.0383117211325834,-0.0292119881007455,492.822947561153,501.901145351519
9.19,0.00567381201316483,-0.249265188535858,-0.0020763268697571,-0.018700050653085,8.86644898624309E-05,0.00275911250955327,47.4179775726198,11.8561633719147,531.142262258904,15.0569339342163,0.0115880837502627,-0.00960204397742613,498.69039173905,502.055589188311
9.2,0.00131062790358334,-0.00327790182030832,-0.00247978423834097,0.0282337033996602,-0.00136575001938648,-0.0019084908974651,47.4155577613154,11.8537177434469,538.929369027378,15.0612980586514,0.0381768710494676,0.000956088982782951,498.804225432206,502.829594058311
9.21,-0.00257801382690906,-0.264095101283528,-0.00191896054434902,-0.00124753363391578,-0.000988374492848416,0.0016542515781496,47.4148019083006,11.8504661099571,534.432608439014,14.9884111319734,-0.0196117082612742,0.0235056794934493,505.158877903161,501.546756695773
9.22,-0.000197301309095012,-0.137689008057283,-0.00100281920598974,0.00258113828632299,-4.92588270472109E-05,-0.00143706969968535,47.413728528323,11.8467705230059,543.125789160928,15.0183522270488,0.0143845527142792,-0.0105673169298763,498.567210391482,503.366110006931
9.23,-0.00102443724978042,0.115783748140399,0.00236688614881524,0.0293323522153545,-0.00397566788304789,-6.78935351744868E-05,47.4124545258206,11.8421300851133,543.678978325836,15.0083081330966,0.0432437027219469,-0.00275891438824737,496.119183136091,496.151953834307
9.24,-0.00108263298521746,-0.217409097391345,-0.00431642851477705,-0.0244378924052098,0.00254000431209922,-0.000831896186097858,47.4116833045143,11.839281200021,533.189318006873,15.0069190262927,0.0160744963378829,0.0459682464968523,497.017194901296,495.179198982537
9.25,-0.00436741272531234,-0.0314458244002244,0.000740257993324581,0.042624569242292,0.000812960727794911,0.000574990155953714,47.4107377998037,11.8370783752032,536.365194481975,15.0034988609873,-0.00232200443178092,-0.0180010864705047,497.560810648343,503.422374253686
9.26,0.000545761829827698,-0.00421086556602156,0.00471085223354601,-0.00802977246820914,0.00266755066720995,7.65069491946952E-05,47.4090643095284,11.8326122266049,525.594507290678,15.0512274313633,-0.017478981688034,-0.0228857846540522,500.858674131456,505.892199823508
9.27,0.00475153965011053,0.12304157114617,-0.00334448926254316,0.0291139318543677,-0.00410880680465298,0.000409550526351624,47.4081466876402,11.8289345240964,529.391494231323,14.9386056472652,0.0226384965996266,0.0159678252832028,497.799161150774,500.062085734496
9.28,-0.000144687075829191,0.063744107087707,0.00415502625955079,-0.0320875696996611,0.000203218996013141,0.000881621049690313,47.4069606221667,11.8256308596592,545.954558518967,15.0806470018723,-0.0101925034771074,-0.0345440161352627,504.146869501182,500.575677654168
9.29,0.00350752918930345,0.355329671689562,-0.00217398221724004,-0.0802556017688258,-0.000188641055874855,-0.000728364543541798,47.405447991237,11.8221454927761,539.692211737249,14.971540532122,0.0108583979586958,-0.00317588570984043,492.081094279435,501.674211689935
9.3,-0.00088532998952594,-0.191963385144961,0.00270450538134849,0.11967918777839,-0.00257735230794477,0.00047456487708667,47.4049857099879,11.819667828466,536.948442689807,15.062881695648,-0.038753286745312,0.0253286131941224,503.064298492429,506.796074799878
9.31,0.000686781371457875,-0.270356831155542,-0.00686140570784741,0.05344715564991,0.00200056299864683,-0.000514773370910783,47.4035945487416,11.8157266603463,529.981307472299,15.0012393673702,-0.00436287785500598,0.0220680216524764,500.31719941474,501.801723470549
9.32,7.55041479450876E-05,-0.159265588110055,0.00282343960442583,0.012599946808736,0.00218965215101162,-0.000235651942418456,47.4024751494546,11.8108365174173,539.1611751705,14.9939601963516,-0.00289194880452328,0.0323615518284402,498.776576791091,497.241729189065
9.33,0.000743557196389661,-0.0812022465536737,-0.0069063142334932,0.0229067125223925,-8.72509923859801E-05,-0.00097459128827064,47.4017749158215,11.8073201223632,534.631352824593,14.9438102455803,-0.0417599750121423,-0.0154481212140081,504.973636082103,505.063301879901
9.34,6.45552876058307E-05,-0.151148803199859,0.00167371223623227,0.0418119513722136,0.000735589705366982,-0.0045837339984558,47.4000941189633,11.8050250933811,530.197544864481,14.9459937926432,0.0143526071949956,0.0109938345941724,501.617358048365,508.459567223003
9.35,0.00188386714489356,-0.114421419811925,0.0045475793358296,0.000310920698106659,-0.00256474586154396,0.00304169672333453,47.3996649128804,11.8012067715653,541.764809764559,15.0043774999324,0.0126847548039791,-0.0214669740811252,500.356889344568,502.766928796708
9.36,0.000712171404645594,-0.0953605909140817,0.00196843146694545,-0.0296236995773756,0.000355814237811572,-0.000428359017382468,47.3985435980216,11.7972340981211,538.606707097739,14.959198007923,-0.00354887861341955,-0.0216326317624743,502.066154982639,506.4637713448
9.37,0.00548442552179902,-0.289629071176809,0.00728846441839374,-0.0269297186276479,0.00150196545559481,0.00324353929319124,47.396732191526,11.7945454464936,540.742286818421,14.9696863267482,-0.0214932216097178,-0.0694295901220549,498.968720120578,502.883867964837
9.38,-0.00139554683160218,-0.137273201740398,2.67711583424958E-05,-0.00660546697970286,-0.000875607891820238,0.00108352070264336,47.3955534516506,11.7902771130472,545.90419865014,15.0446163192525,-0.00721780516827677,-0.0516387320190832,499.873887373126,499.977454054388
9.39,-0.00186036767830599,-0.0162820662480344,0.0079865664785463,-0.0137700273347705,-0.000162865677724377,0.00209192318724176,47.394380007483,11.787967340949,546.196165641519,14.9664362190412,0.00489979371198516,0.0190050779427608,501.481196023058,505.658945808956
9.4,0.00456933870824286,-0.0100019887513771,-0.00292029224406756,0.0287696752548554,-0.000232428069169003,0.00132987161512857,47.3933121987934,11.7834136040044,539.647214434757,15.0003369564387,-0.0393533985668882,0.00328801182144006,502.715519551878,494.20038171718
9.41,0.00265024083068296,0.0806274919126102,-0.000848249486666887,0.0416919614898432,-0.00351073298952764,0.000810765405710243,47.3926900300316,11.7800567545743,543.563361013712,15.0736122061557,-0.0356291896148318,0.0481821922089755,501.442735429717,495.729028071914
9.42,-0.00165112007903997,0.0385900469856963,-0.002949290223289,-0.0152553122139498,0.00327734470074131,-0.00194917437187744,47.3910242775892,11.7764765485639,541.004330780335,14.9653897450916,0.00536335591889356,0.00486338319120062,505.672158525064,499.309985714194
9.43,0.0017608480774263,0.055031000267032,-0.000881688475145657,-0.0400823776240239,-0.00152815710324552,0.00236783895730158,47.3899303278524,11.773497574303,545.751507931164,14.9780567224937,-0.015476759865258,-0.0514219987248556,493.841556903783,503.465934075235
9.44,0.000790741605505427,-0.169602496847607,-0.0038900075050205,-0.00405794685038132,0.00067333148711582,-0.00257546232997041,47.389191755881,11.7697041766881,545.494394311882,14.9422427752534,-0.0312879137173572,-0.0506602344776701,503.171584049879,506.527351088785
9.45,0.000626671937220863,-0.122681336863741,0.000668707787170336,-0.0274909964030521,-0.0040125298379576,-0.00153157716126589,47.3878836901804,11.7663323003047,547.510333408904,15.0430690396293,-0.0214672541792657,0.0401301936029203,501.15409362528,500.850805048532
9.46,0.00349042460454614,-0.231792672956598,-0.00190458332916668,0.0447367165647264,-0.000124082558162608,0.000675570995793431,47.3874206357078,11.762317090119,539.226802378605,14.9614076582263,0.00293644510498721,0.0187767534421518,494.020410866287,503.003930566545
9.47,0.000855517585070182,0.114795388006608,-0.000356097848890133,0.0182795277679107,0.00267185364720788,0.00413812222304142,47.3856861005403,11.7586410057062,545.581510208525,15.1423887820184,0.00444938801718121,-0.0212379392746329,497.414132154086,508.065851192436
9.48,-0.00103122856875881,0.0717365403079789,-0.0019502430603238,0.013650478948031,-0.0020167459399819,-0.00092047653351809,47.3839906212884,11.7553341710057,554.250907526369,15.0096563382545,0.0080531705946489,0.00835276252053346,496.697646630423,504.496472404789
9.49,0.00646577449461109,-0.197887675200677,-0.00264640170821594,0.074772079076539,0.0018701153133758,0.000422516796557011,47.3816695937557,11.752241394803,542.709010025891,15.0249058714409,-0.0207435449348439,-0.0268589159984231,500.101282076266,502.291420985104
9.5,0.00219021601901515,0.192183159490717,0.00291971148467016,0.0872944238870837,0.00171336104883123,0.00307762146220023,47.3817804168503,11.7496946904079,543.430148534302,15.0208150960998,0.00159279626650018,-0.0270695270617074,497.87988362011,502.458298354374
9.51,0.00373384612567029,-0.197648883972052,0.000451872515057501,0.00469436537933072,1.50572339378563E-05,-0.00554983340356386,47.3811488915458,11.7455594943352,553.57697959543,14.9775766417974,-0.0312041339926823,0.0152246360901382,505.974154332558,503.289464237934
9.52,-0.000207020364192996,0.195865252782951,0.0057140746168797,0.0547497361546883,0.00317307628919667,-0.000821690937202192,47.3796412058273,11.7425259884695,548.652260346286,14.9779916334674,0.00753865902386583,0.00738992020181488,501.774646212385,499.764543349198
9.53,-0.000654092895815304,0.241840645161456,0.00264220262718114,0.0668156031923425,0.00196104446572411,-0.00239169816057883,47.3785662170022,11.7383785794979,549.108603620434,15.0638605587717,-0.0563925301112138,-0.0324399882869423,504.749936724923,502.434876695402
9.54,0.00407092469769614,-0.112962894676748,-0.000533344930367221,0.142973207330256,-0.000917184386227527,-0.00165240459645267,47.3781073796881,11.7354710083882,548.72870891352,14.9862870062241,-0.0371810091869636,0.0349367697116551,502.274543369493,502.642412060773
9.55,-0.000468723699187938,-0.0845731705603593,0.00221224791194122,-0.0075350547190381,0.000431256741320477,0.000588456155060859,47.3757363600439,11.731606742791,544.153443474222,14.9040075504511,-0.033617032868881,-0.00947715998934586,506.34608524128,496.842436713933
9.56,0.00561926092728351,0.0493700661847232,0.0013120199261636,-0.00583053832133689,0.00291353930270938,0.000990627115992653,47.3742239801789,11.727751161419,538.218051430922,15.0213353537523,-0.0276803441133956,-0.0338357059443363,494.732271691769,500.776341811511
9.57,-0.00312597995034203,-0.04196917066746,-0.000324864053082807,-0.0201881980595433,0.00235936011334936,-0.000466214066256315,47.3736929625291,11.7253921864903,548.278220430037,15.0001945345743,-0.00669952516502429,-0.00280747651162707,500.67083482633,506.742689580863
9.58,0.00381640062886292,0.14394691785634,-0.000639415659249697,-0.00719563470463613,0.000135574438589175,0.00155639203089053,47.3722718029819,11.7201018413953,542.21570006307,15.0036573197871,-0.00361535892312987,-0.0287418476824204,493.626718467242,499.751663357992
9.59,-9.50021142480557E-05,0.152250946864668,0.00236242940631436,0.0172773526041813,0.002526733897581,-0.00174782502160001,47.370886204158,11.7177300519631,543.008763435958,15.0472373513279,0.0623022569870234,0.0165478639967653,503.192671284198,498.816391378017
9.6,-0.000857215617597501,-0.173382170225879,-0.00698036304553959,-0.0232565793070793,-0.00043394052028515,-0.00338733164597144,47.3711430865655,11.7143730888798,552.204995704453,14.9201445061509,-0.0306647446384995,0.0216785561960684,500.246194078985,506.285236324146
9.61,0.00261200170231174,-0.0908839100355423,0.00238618759481659,-0.00173891012733723,0.00225594517331427,-0.00205831612226104,47.3695851381253,11.71129009907,541.792137304413,14.963877995862,0.0125793775908501,0.0509840455769776,501.908784831439,502.837675342776
9.62,0.00490428011932413,-0.107305900529832,-0.00172745716943972,-0.0235077385212641,-0.000573189718904547,0.000867706968088918,47.3678473397932,11.7074460279858,546.350848294165,14.9975070397178,-0.0147695692450468,-0.0294643600398424,492.962670743031,503.03551996474
9.63,-0.000873192713066921,-0.1874461215182,0.00222543419261673,0.0187557680881168,0.00102071060149614,-0.0013374179774241,47.36623318687,11.7033561712514,555.311185521485,15.0436422827196,0.0216693743008794,-0.0200723752947181,498.928851940594,502.535576671637
9.64,-0.00710554573881296,-0.404860250895961,0.00151287306473717,0.0159191986814752,-0.00436533745023316,5.18046837540328E-05,47.3659029217099,11.7002374338276,542.622135050211,14.9888928181174,-0.0101230312616581,0.0733176164310094,499.112931764125,503.717592316808
9.65,0.0014118483184833,-0.318204930531346,-0.00546507818029459,-0.0147535009000423,0.00156574345008119,0.000336995707703344,47.3643939788821,11.6965520140263,547.622509021676,14.9175923076886,0.0234456651271764,0.0176869307545276,498.885857853804,496.591292274889
9.66,0.00414023120660019,-0.29568466199456,-0.0016853850438966,0.0359623848072165,-0.000209194540462522,0.000262830746437065,47.3631466674367,11.6936462074816,545.821306586115,15.022285146264,-0.00327179471099767,0.0321657752979938,496.111636001647,505.895532081563
9.67,-0.00209115274288139,-0.218813663105474,-0.000371207020540212,-0.0481776683868121,-0.00291889538791759,0.000737542622237747,47.3624679240101,11.6900552412854,550.507507397066,14.9046900070592,-0.0201818028878326,0.0323432308651121,505.082063930673,506.432226551403
9.68,0.00728727036122433,-0.327191602703373,-0.00434821539021894,0.00468594309811529,-0.00325721274614681,0.00330699245754146,47.361191785387,11.6862148876289,558.109160892442,14.9730387193196,-0.0311262302612638,0.0219883425995023,498.094096226589,504.259319208093
9.69,-0.00299669974934108,-0.0629328547578494,-0.00145208042650127,0.0780431832179461,-0.00175432627801687,0.00227695031971396,47.3603578330897,11.6820940348292,540.980291189047,15.0696910315724,-0.0298443935822249,-0.00429380076333717,502.694224808291,505.512029997007
9.7,0.000755602538629194,0.0578757311755231,0.00174920308530228,0.0181875438004925,-0.00192786651209346,0.000369521912793513,47.3594210089828,11.6790762047655,557.530810474011,15.0377249823185,-0.0447042040393134,0.0192742826004723,501.885504629586,508.020512714403
9.71,-0.00343136883359814,0.193627694205639,0.00333378698917359,0.050327884576953,-0.00242052600165559,-0.000576648835197403,47.3582753481468,11.6752973737309,552.927151524082,14.9527680082411,-0.000694465172538554,-0.00263063529254133,500.603011917704,501.105685976831
9.72,-0.00305309236392126,-0.158334325299668,-0.00222005859206417,0.0482597398769713,-0.00407020527561447,0.000777642388332569,47.3566993021048,11.6720965722368,562.9655981407,14.9893411124415,-0.0230186342629368,-0.00364700609781377,501.891464325323,499.005277927901
9.73,-0.00107614882350244,-0.208840973740769,-0.00252970868327309,0.00794855829822812,0.00170470702248904,5.44336615169175E-05,47.3556374879871,11.6678229722643,558.031782784229,15.0107698958826,-0.0520177254684305,-0.0312852710971827,500.540529914708,500.967898388125
9.74,0.0015685776008297,0.111593512786065,0.00046669801453975,-0.00890080497621597,-0.0045271503441957,-0.00215154448424008,47.3550874930492,11.6656806444048,549.677712881055,14.9500778804547,0.0401163535051138,0.00759397226373625,505.975787024483,499.399689685618
9.75,0.00285580107495716,-0.364273843923146,0.00377840711742566,-0.0212221616542178,-0.00272321977316906,0.00267617667504223,47.3534956786725,11.6615151528014,555.564547030791,14.951231391639,0.00499036807062308,-0.0259781070316856,497.097790803019,502.91489139755
9.76,0.00193809442757413,0.0213776340637817,0.00324422520889864,0.0280837420119748,0.00153305549175429,0.000952738671831063,47.3527843517599,11.6578895730464,548.035101397041,15.0316813281967,0.00704893613681581,0.0232024660673445,508.976271222957,505.267905987615
9.77,0.00221454166759884,-0.0780212227867559,0.00242030276376887,0.0123075295129551,0.00194696725344386,-0.000828687852264345,47.3514596986987,11.6544381866523,561.759720080341,14.9955521833762,-0.00447531446714866,-0.0265047998407921,491.051282995591,501.545893597834
9.78,0.00149400315855759,-0.0563258669270306,0.0032893991840181,0.0984019914459292,0.00240219006929571,-0.000645004350803497,47.3511276955389,11.6511301342082,543.769298496721,14.9252842279423,-0.0162859792635572,-0.034019905046413,501.132498993636,507.814339247572
9.79,0.000889229350788343,0.0306684939929754,-0.0017290054548454,-0.00110717074449973,0.0009782003502077,-0.000902254441300386,47.3484988034939,11.6471743331859,548.278730552047,15.0160948722354,0.0321744618567229,-0.0798504878469418,499.195516729009,505.771305892801
9.8,0.0021526693341338,-0.0659422408050951,0.00109412719260311,0.0669705722249638,0.00412626793246174,-0.00262719266416892,47.3473576863497,11.6441568123602,540.373348871933,15.0585277850233,0.0406085483985324,0.0113469408039268,499.704061419098,505.627311527994
9.81,-0.000854830040850511,0.0330081999482889,-0.00211037223834827,0.000928875647770326,-0.00240961139829693,0.00196031080652598,47.3461586607296,11.6410876941445,552.894212648159,14.9585110624597,-0.0232021306252658,-0.00748324269026399,499.871304538261,497.400615877391
9.82,-0.0042306108629824,0.0471260382696195,-0.00438897424786883,0.00802483845368351,-0.00195434161284693,-0.00406883805908445,47.3454865271605,11.637579675191,557.306067565019,14.9740328213136,0.0237777388556988,0.00885553778550974,497.270275192543,500.965341651491
9.83,-0.00210020187820887,0.152325320401388,0.000322475813718124,0.0230557853858709,-0.000229622657210967,-9.36133226711278E-05,47.3445522735232,11.633435264157,555.594339544483,15.0176299601364,-0.0563493482069084,0.00593380443432867,497.954359789432,494.264885691941
9.84,0.0038505108337198,-0.134353875184392,-0.00083150872953544,0.0343410110994142,0.000130911710790205,-0.000111188192982009,47.3426032739334,11.6312746215267,554.239408687052,14.9557058120285,-0.032463763197157,-0.0194163022153554,505.945258716862,505.213966636176
9.85,0.00351974371682911,-0.0887719627933624,0.00286127542295821,-0.0367669981722766,-0.00131992866329769,-0.00187893006172342,47.3424584698051,11.6267716068189,559.998855176645,14.9550345393679,-0.000442555611104215,-0.0357059128363723,501.473226581069,498.238117362058
9.86,0.00167690580709587,-0.269084509403398,7.80867936179252E-05,0.0512844999153941,0.00174336733307023,0.00295892941818763,47.3415338553558,11.6238632875904,561.943171332745,15.0210910721293,-0.0349634839174321,-0.0278608417295911,501.46304794225,503.130451383082
9.87,3.11586903304862E-05,0.110304521371762,-0.00203206204286679,0.0828718897396872,0.000206522839351861,0.00206536139362978,47.3398832943898,11.619307952808,550.769941550711,15.0184811822188,-0.0270780736374433,0.0187615524984422,504.030646649271,500.154954363545
9.88,0.000204503790848395,-0.0630679843487931,-0.00204325340048119,-0.0132901916317638,-0.00179274288266495,0.00242775141806214,47.3373245743732,11.6174902443765,561.460676420956,14.9472853276904,-0.00614497276247365,-0.0263376092955339,502.226896261515,497.647039707183
9.89,-0.00120533408000533,0.229995355259663,0.000750134718921064,0.0468917059347474,-9.9368028772876E-05,-0.00051245673651809,47.3380703272982,11.6127972651808,563.316567664141,14.9266105619001,0.0449130789422676,0.0113967659342131,505.521562550929,503.700385140876
9.9,0.0028248648120456,-0.227870639284575,0.00384692641856084,0.0316371637273104,0.00191908311266564,0.00100375707825596,47.3374745806633,11.6101607005799,561.038638408018,14.9958847019785,-0.0661376558372384,-0.0486510688550644,499.681862982999,502.929394335836
